,item
1837,root vegetables
1838,pip fruit
1839,onions
1840,tropical fruit
1841,other vegetables
1842,citrus fruit
1843,canned beer
1844,root vegetables
1845,tropical fruit
1846,butter milk
1847,root vegetables
1848,pork
1849,pip fruit
1850,canned beer
1851,tropical fruit
1852,pork
1853,pip fruit
1854,rolls/buns
1855,meat
1856,soda
1857,root vegetables
1858,root vegetables
1859,sausage
1860,butter
1861,sauces
1862,beef
1863,ham
1864,rolls/buns
1865,tropical fruit
1866,sausage
1867,tropical fruit
1868,soda
1869,whole milk
1870,pip fruit
1871,whole milk
1872,chicken
1873,root vegetables
1874,rolls/buns
1875,butter
1876,tropical fruit
1877,sausage
1878,soda
1879,rolls/buns
1880,tropical fruit
1881,tropical fruit
1882,UHT-milk
1883,root vegetables
1884,pip fruit
1885,whole milk
1886,dessert
1887,other vegetables
1888,pork
1889,frankfurter
1890,whole milk
1891,frankfurter
1892,whipped/sour cream
1893,curd
1894,other vegetables
1895,ham
1896,whole milk
1897,whole milk
1898,soda
1899,margarine
1900,pip fruit
1901,other vegetables
1902,whole milk
1903,pork
1904,sausage
1905,curd
1906,canned beer
1907,napkins
1908,chewing gum
1909,ice cream
1910,bottled water
1911,liver loaf
1912,citrus fruit
1913,chicken
1914,citrus fruit
1915,bottled water
1916,pip fruit
1917,whole milk
1918,hamburger meat
1919,turkey
1920,ham
1921,citrus fruit
1922,sausage
1923,yogurt
1924,butter
1925,chicken
1926,beverages
1927,onions
1928,bottled beer
1929,butter
1930,root vegetables
1931,sausage
1932,ham
1933,soda
1934,chicken
1935,sausage
1936,other vegetables
1937,whole milk
1938,root vegetables
1939,chicken
1940,tropical fruit
1941,pork
1942,tropical fruit
1943,chicken
1944,other vegetables
1945,whipped/sour cream
1946,whole milk
1947,root vegetables
1948,sausage
1949,frozen vegetables
1950,beef
1951,root vegetables
1952,rolls/buns
1953,canned beer
1954,sweet spreads
1955,beef
1956,frozen vegetables
1957,bottled water
1958,domestic eggs
1959,ice cream
1960,ice cream
1961,butter
1962,sausage
1963,ham
1964,citrus fruit
1965,red/blush wine
1966,butter
1967,whole milk
1968,hard cheese
1969,hygiene articles
1970,soups
1971,pastry
1972,onions
1973,ice cream
1974,herbs
1975,citrus fruit
1976,white bread
1977,pip fruit
1978,misc. beverages
1979,ice cream
1980,pot plants
1981,beef
1982,canned beer
1983,cat food
1984,whipped/sour cream
1985,shopping bags
1986,berries
1987,whole milk
1988,root vegetables
1989,pork
1990,sausage
1991,bottled water
1992,ice cream
1993,berries
1994,bottled beer
1995,pork
1996,ice cream
1997,curd
1998,sausage
1999,rolls/buns
2000,other vegetables
2001,other vegetables
2002,root vegetables
2003,other vegetables
2004,pastry
2005,other vegetables
2006,other vegetables
2007,citrus fruit
2008,white bread
2009,citrus fruit
2010,whole milk
2011,chocolate
2012,citrus fruit
2013,other vegetables
2014,sausage
2015,root vegetables
2016,sausage
2017,pip fruit
2018,tropical fruit
2019,pork
2020,whole milk
2021,mustard
2022,citrus fruit
2023,whole milk
2024,root vegetables
2025,citrus fruit
2026,UHT-milk
2027,soda
2028,tropical fruit
2029,shopping bags
2030,bottled beer
2031,beef
2032,pip fruit
2033,root vegetables
2034,chicken
2035,bottled water
2036,flour
2037,pip fruit
2038,whole milk
2039,frankfurter
2040,canned beer
2041,whole milk
2042,canned beer
2043,butter milk
2044,margarine
2045,whole milk
2046,whole milk
2047,canned beer
2048,salty snack
2049,root vegetables
2050,sausage
2051,brown bread
2052,other vegetables
2053,sausage
2054,ham
2055,domestic eggs
2056,sausage
2057,root vegetables
2058,other vegetables
2059,citrus fruit
2060,pork
2061,onions
2062,other vegetables
2063,chicken
2064,pip fruit
2065,berries
2066,whole milk
2067,chicken
2068,pork
2069,whole milk
2070,pork
2071,cat food
2072,finished products
2073,brown bread
2074,berries
2075,ham
2076,fish
2077,pastry
2078,sausage
2079,whole milk
2080,bottled beer
2081,whole milk
2082,sausage
2083,soda
2084,ham
2085,bottled beer
2086,sausage
2087,sausage
2088,sausage
2089,sausage
2090,pork
2091,root vegetables
2092,citrus fruit
2093,other vegetables
2094,whole milk
2095,yogurt
2096,UHT-milk
2097,citrus fruit
2098,citrus fruit
2099,whole milk
2100,canned beer
2101,rolls/buns
2102,sausage
2103,frozen fish
2104,other vegetables
2105,rolls/buns
2106,tropical fruit
2107,butter milk
2108,sausage
2109,pastry
2110,spread cheese
2111,rolls/buns
2112,frankfurter
2113,frankfurter
2114,condensed milk
2115,rolls/buns
2116,frankfurter
2117,rolls/buns
2118,rolls/buns
2119,other vegetables
2120,sausage
2121,coffee
2122,pip fruit
2123,citrus fruit
2124,flour
2125,frankfurter
2126,soda
2127,soda
2128,root vegetables
2129,pork
2130,frozen vegetables
2131,tropical fruit
2132,citrus fruit
2133,frankfurter
2134,other vegetables
2135,sweet spreads
2136,frankfurter
2137,pork
2138,sausage
2139,pip fruit
2140,bottled beer
2141,beverages
2142,liver loaf
2143,frankfurter
2144,berries
2145,curd
2146,sausage
2147,onions
2148,soda
2149,soda
2150,chicken
2151,cream cheese 
2152,bottled water
2153,chocolate
2154,cream cheese 
2155,whole milk
2156,whole milk
2157,fruit/vegetable juice
2158,onions
2159,tropical fruit
2160,tropical fruit
2161,pastry
2162,hamburger meat
2163,frankfurter
2164,tropical fruit
2165,butter
2166,rolls/buns
2167,sausage
2168,citrus fruit
2169,tropical fruit
2170,pork
2171,whole milk
2172,hamburger meat
2173,frankfurter
2174,sausage
2175,other vegetables
2176,ham
2177,bottled beer
2178,pip fruit
2179,pasta
2180,pip fruit
2181,pork
2182,frankfurter
2183,rolls/buns
2184,sausage
2185,tropical fruit
2186,chicken
2187,whole milk
2188,ham
2189,soda
2190,chicken
2191,canned beer
2192,pip fruit
2193,tropical fruit
2194,domestic eggs
2195,meat
2196,citrus fruit
2197,sausage
2198,rolls/buns
2199,light bulbs
2200,rolls/buns
2201,meat
2202,root vegetables
2203,tropical fruit
2204,citrus fruit
2205,whole milk
2206,margarine
2207,hamburger meat
2208,dessert
2209,beef
2210,other vegetables
2211,tropical fruit
2212,chicken
2213,brown bread
2214,sausage
2215,hamburger meat
2216,pork
2217,sausage
2218,soda
2219,sweet spreads
2220,pastry
2221,other vegetables
2222,root vegetables
2223,whipped/sour cream
2224,whole milk
2225,whole milk
2226,citrus fruit
2227,other vegetables
2228,pork
2229,pip fruit
2230,bottled beer
2231,other vegetables
2232,whole milk
2233,pastry
2234,sausage
2235,sausage
2236,salty snack
2237,dessert
2238,pork
2239,frankfurter
2240,butter
2241,other vegetables
2242,liver loaf
2243,frankfurter
2244,whole milk
2245,frankfurter
2246,root vegetables
2247,soda
2248,butter
2249,cat food
2250,chewing gum
2251,berries
2252,other vegetables
2253,yogurt
2254,tropical fruit
2255,whole milk
2256,curd
2257,whole milk
2258,bottled water
2259,soda
2260,sausage
2261,oil
2262,hamburger meat
2263,onions
2264,pork
2265,pip fruit
2266,pork
2267,citrus fruit
2268,yogurt
2269,frankfurter
2270,frankfurter
2271,brown bread
2272,root vegetables
2273,dish cleaner
2274,yogurt
2275,sausage
2276,sauces
2277,brown bread
2278,citrus fruit
2279,cream cheese 
2280,beverages
2281,curd
2282,ice cream
2283,hard cheese
2284,detergent
2285,bottled water
2286,soda
2287,pip fruit
2288,whole milk
2289,waffles
2290,sausage
2291,chicken
2292,beverages
2293,ice cream
2294,butter
2295,beverages
2296,frankfurter
2297,detergent
2298,sausage
2299,chicken
2300,yogurt
2301,whole milk
2302,yogurt
2303,whipped/sour cream
2304,whole milk
2305,citrus fruit
2306,whole milk
2307,citrus fruit
2308,pork
2309,beverages
2310,UHT-milk
2311,beef
2312,other vegetables
2313,whole milk
2314,frankfurter
2315,yogurt
2316,canned beer
2317,canned beer
2318,other vegetables
2319,frankfurter
2320,canned beer
2321,pork
2322,frankfurter
2323,chocolate
2324,citrus fruit
2325,specialty fat
2326,spread cheese
2327,whole milk
2328,whole milk
2329,whole milk
2330,hygiene articles
2331,beef
2332,meat
2333,beef
2334,pip fruit
2335,other vegetables
2336,hamburger meat
2337,rolls/buns
2338,instant coffee
2339,canned beer
2340,pork
2341,pork
2342,tropical fruit
2343,whole milk
2344,frankfurter
2345,beverages
2346,pip fruit
2347,pip fruit
2348,frankfurter
2349,sausage
2350,long life bakery product
2351,bottled water
2352,beef
2353,domestic eggs
2354,oil
2355,meat
2356,processed cheese
2357,sausage
2358,citrus fruit
2359,frozen vegetables
2360,sausage
2361,pastry
2362,pork
2363,berries
2364,whole milk
2365,ham
2366,packaged fruit/vegetables
2367,packaged fruit/vegetables
2368,rolls/buns
2369,whole milk
2370,whole milk
2371,sausage
2372,white bread
2373,rolls/buns
2374,bottled water
2375,other vegetables
2376,frankfurter
2377,frankfurter
2378,frankfurter
2379,rolls/buns
2380,sausage
2381,brown bread
2382,UHT-milk
2383,pip fruit
2384,whole milk
2385,processed cheese
2386,hamburger meat
2387,beef
2388,whole milk
2389,hamburger meat
2390,pasta
2391,tropical fruit
2392,whole milk
2393,sausage
2394,rolls/buns
2395,sliced cheese
2396,rolls/buns
2397,sausage
2398,pastry
2399,rolls/buns
2400,pork
2401,other vegetables
2402,domestic eggs
2403,ham
2404,soda
2405,specialty chocolate
2406,pork
2407,other vegetables
2408,onions
2409,tropical fruit
2410,pip fruit
2411,sausage
2412,rolls/buns
2413,hamburger meat
2414,citrus fruit
2415,whole milk
2416,root vegetables
2417,chewing gum
2418,beef
2419,rolls/buns
2420,citrus fruit
2421,snack products
2422,sausage
2423,mustard
2424,sausage
2425,frozen meals
2426,sausage
2427,spread cheese
2428,sausage
2429,herbs
2430,tropical fruit
2431,frankfurter
2432,domestic eggs
2433,sausage
2434,citrus fruit
2435,pip fruit
2436,onions
2437,frankfurter
2438,shopping bags
2439,bottled beer
2440,frankfurter
2441,whole milk
2442,soda
2443,beef
2444,bottled water
2445,sausage
2446,ice cream
2447,tropical fruit
2448,whole milk
2449,yogurt
2450,herbs
2451,whole milk
2452,meat
2453,frankfurter
2454,citrus fruit
2455,canned beer
2456,chicken
2457,yogurt
2458,beef
2459,whipped/sour cream
2460,pip fruit
2461,frankfurter
2462,soda
2463,pip fruit
2464,citrus fruit
2465,whole milk
2466,root vegetables
2467,sausage
2468,liver loaf
2469,soda
2470,root vegetables
2471,other vegetables
2472,tropical fruit
2473,butter
2474,sausage
2475,butter
2476,whole milk
2477,other vegetables
2478,whole milk
2479,white bread
2480,pork
2481,whipped/sour cream
2482,yogurt
2483,butter milk
2484,yogurt
2485,other vegetables
2486,pastry
2487,yogurt
2488,citrus fruit
2489,condensed milk
2490,root vegetables
2491,other vegetables
2492,citrus fruit
2493,frankfurter
2494,sausage
2495,other vegetables
2496,herbs
2497,ham
2498,root vegetables
2499,soda
2500,sausage
2501,frankfurter
2502,bottled water
2503,meat
2504,ham
2505,sugar
2506,chicken
2507,UHT-milk
2508,beef
2509,ham
2510,rolls/buns
2511,citrus fruit
2512,citrus fruit
2513,cat food
2514,hard cheese
2515,frankfurter
2516,bottled beer
2517,yogurt
2518,frankfurter
2519,rolls/buns
2520,whole milk
2521,meat
2522,curd
2523,beverages
2524,frankfurter
2525,sausage
2526,sausage
2527,meat
2528,sausage
2529,whole milk
2530,canned beer
2531,frankfurter
2532,long life bakery product
2533,pork
2534,pip fruit
2535,bottled beer
2536,pork
2537,bottled water
2538,whole milk
2539,curd
2540,tropical fruit
2541,pip fruit
2542,chicken
2543,whole milk
2544,citrus fruit
2545,canned beer
2546,pip fruit
2547,photo/film
2548,root vegetables
2549,frankfurter
2550,yogurt
2551,UHT-milk
2552,organic sausage
2553,whole milk
2554,meat
2555,pork
2556,coffee
2557,soft cheese
2558,sausage
2559,sausage
2560,finished products
2561,whole milk
2562,curd
2563,coffee
2564,tropical fruit
2565,soda
2566,whole milk
2567,bottled beer
2568,oil
2569,hamburger meat
2570,yogurt
2571,pork
2572,frankfurter
2573,sausage
2574,canned beer
2575,frankfurter
2576,beef
2577,yogurt
2578,long life bakery product
2579,other vegetables
2580,pastry
2581,sausage
2582,canned beer
2583,sausage
2584,canned beer
2585,finished products
2586,other vegetables
2587,pork
2588,beef
2589,specialty bar
2590,canned beer
2591,bottled beer
2592,ham
2593,tropical fruit
2594,chicken
2595,pork
2596,yogurt
2597,chicken
2598,sausage
2599,hard cheese
2600,long life bakery product
2601,chicken
2602,frankfurter
2603,pastry
2604,shopping bags
2605,tropical fruit
2606,frozen meals
2607,whole milk
2608,pork
2609,hamburger meat
2610,other vegetables
2611,domestic eggs
2612,hamburger meat
2613,berries
2614,pastry
2615,sausage
2616,frozen vegetables
2617,dessert
2618,pip fruit
2619,liver loaf
2620,root vegetables
2621,root vegetables
2622,other vegetables
2623,chicken
2624,rolls/buns
2625,butter milk
2626,butter milk
2627,onions
2628,ham
2629,coffee
2630,chicken
2631,whole milk
2632,frankfurter
2633,citrus fruit
2634,tropical fruit
2635,citrus fruit
2636,whole milk
2637,canned beer
2638,canned beer
2639,citrus fruit
2640,chicken
2641,canned beer
2642,sugar
2643,pork
2644,rolls/buns
2645,whole milk
2646,rolls/buns
2647,mayonnaise
2648,rolls/buns
2649,pork
2650,citrus fruit
2651,beverages
2652,napkins
2653,canned beer
2654,soda
2655,bottled beer
2656,sausage
2657,sausage
2658,rolls/buns
2659,tropical fruit
2660,frankfurter
2661,sausage
2662,sausage
2663,whole milk
2664,root vegetables
2665,sausage
2666,root vegetables
2667,tropical fruit
2668,hamburger meat
2669,meat
2670,soda
2671,frankfurter
2672,other vegetables
2673,whole milk
2674,pastry
2675,canned beer
2676,canned beer
2677,condensed milk
2678,ham
2679,cream cheese 
2680,pork
2681,pastry
2682,citrus fruit
2683,meat
2684,soda
2685,yogurt
2686,whipped/sour cream
2687,sausage
2688,canned beer
2689,root vegetables
2690,pastry
2691,rolls/buns
2692,rolls/buns
2693,frankfurter
2694,sausage
2695,liquor
2696,yogurt
2697,frankfurter
2698,ham
2699,chocolate
2700,bottled beer
2701,chicken
2702,specialty cheese
2703,frankfurter
2704,pip fruit
2705,canned beer
2706,pork
2707,canned beer
2708,beef
2709,rolls/buns
2710,dental care
2711,sausage
2712,rolls/buns
2713,whole milk
2714,beef
2715,ham
2716,finished products
2717,dessert
2718,rolls/buns
2719,sausage
2720,citrus fruit
2721,whole milk
2722,whole milk
2723,sausage
2724,root vegetables
2725,organic sausage
2726,pork
2727,dessert
2728,canned beer
2729,citrus fruit
2730,hamburger meat
2731,citrus fruit
2732,other vegetables
2733,canned beer
2734,rolls/buns
2735,ham
2736,beverages
2737,whole milk
2738,canned beer
2739,frankfurter
2740,whole milk
2741,citrus fruit
2742,frankfurter
2743,frankfurter
2744,yogurt
2745,whipped/sour cream
2746,candy
2747,frankfurter
2748,chicken
2749,sausage
2750,brown bread
2751,pip fruit
2752,bottled water
2753,chicken
2754,sausage
2755,chicken
2756,pork
2757,ham
2758,citrus fruit
2759,rolls/buns
2760,tropical fruit
2761,other vegetables
2762,other vegetables
2763,photo/film
2764,pork
2765,pastry
2766,frankfurter
2767,rolls/buns
2768,berries
2769,photo/film
2770,photo/film
2771,whole milk
2772,waffles
2773,sausage
2774,hamburger meat
2775,canned beer
2776,other vegetables
2777,chicken
2778,ice cream
2779,pork
2780,citrus fruit
2781,frozen meals
2782,ham
2783,hamburger meat
2784,soda
2785,frankfurter
2786,canned beer
2787,frozen meals
2788,whole milk
2789,misc. beverages
2790,canned beer
2791,root vegetables
2792,sausage
2793,canned beer
2794,tropical fruit
2795,pastry
2796,sausage
2797,canned beer
2798,soda
2799,canned beer
2800,cat food
2801,sausage
2802,bottled water
2803,soda
2804,rolls/buns
2805,pork
2806,frozen meals
2807,soda
2808,pastry
2809,shopping bags
2810,brown bread
2811,yogurt
2812,bottled beer
2813,pip fruit
2814,hamburger meat
2815,long life bakery product
2816,ham
2817,butter
2818,whole milk
2819,dessert
2820,photo/film
2821,bags
2822,rolls/buns
2823,brown bread
2824,beef
2825,dessert
2826,misc. beverages
2827,sugar
2828,sausage
2829,whole milk
2830,sausage
2831,canned beer
2832,citrus fruit
2833,sausage
2834,whole milk
2835,pip fruit
2836,frankfurter
2837,citrus fruit
2838,misc. beverages
2839,frankfurter
2840,chocolate
2841,ham
2842,frankfurter
2843,brown bread
2844,rolls/buns
2845,pip fruit
2846,sausage
2847,root vegetables
2848,pork
2849,whole milk
2850,beverages
2851,tropical fruit
2852,specialty chocolate
2853,pastry
2854,cat food
2855,chicken
2856,bottled beer
2857,whipped/sour cream
2858,long life bakery product
2859,beef
2860,salty snack
2861,other vegetables
2862,meat
2863,fish
2864,whole milk
2865,detergent
2866,hamburger meat
2867,whole milk
2868,beef
2869,frozen meals
2870,pip fruit
2871,yogurt
2872,rolls/buns
2873,whole milk
2874,ham
2875,frozen meals
2876,ice cream
2877,pork
2878,chewing gum
2879,tropical fruit
2880,whole milk
2881,whole milk
2882,bottled water
2883,sausage
2884,whole milk
2885,whole milk
2886,whole milk
2887,pork
2888,curd
2889,dessert
2890,waffles
2891,onions
2892,misc. beverages
2893,shopping bags
2894,white wine
2895,frankfurter
2896,white bread
2897,pork
2898,other vegetables
2899,pork
2900,berries
2901,frankfurter
2902,root vegetables
2903,finished products
2904,bottled water
2905,margarine
2906,soda
2907,hamburger meat
2908,root vegetables
2909,root vegetables
2910,soda
2911,canned beer
2912,frozen fish
2913,beverages
2914,pip fruit
2915,pot plants
2916,pork
2917,fruit/vegetable juice
2918,fruit/vegetable juice
2919,fruit/vegetable juice
2920,tropical fruit
2921,yogurt
2922,canned beer
2923,canned beer
2924,cream cheese 
2925,bottled water
2926,sausage
2927,soda
2928,newspapers
2929,whole milk
2930,pot plants
2931,yogurt
2932,roll products 
2933,soft cheese
2934,frozen meals
2935,ice cream
